tweet_id,tweet_text,label
'451495559434477568',"How Chile has managed to minimize earthquake casualties, damage http://t.co/VS5QCN6YyP",other_useful_information
'593760605669961728',RT @Muslim_Ahmadi_: In the name of #NepalQuakeRelief Pakistan sending beef masala to #Nepal. That's a big news being circulated in Indian m…,other_useful_information
'452571606376644608',Sede Temuco encabeza campaña para ayudar a las víctimas del terremoto del norte de Chile http://t.co/ssOyP63hFm,donation_needs_or_offers_or_volunteering_services
'383563611693928448',RT @thecapital15: Those who r firing on rescue teams' choppers..dey shw b arstd nd den dropd frm same choppers frm 1000 feet above..#Baloch…,not_related_or_irrelevant
'592344371762106368',RT @narendramodi: Received a call from Pujya Morari Bapu. He has donated Rs. 51 lakh for relief work in Nepal. My deepest gratitude to him.,donation_needs_or_offers_or_volunteering_services
'593182374201921536',"RT @delpieroale: Check out these links, they are excellent guides for those who would like to help #NepalEarthquake http://t.co/8i98GBLrY0 …",donation_needs_or_offers_or_volunteering_services
'451690713261289472',"#Urgente #Sismo de menor intensidad en la región de Tarapacá #Chile No se reportan daños a personas, ni servicios básicos o infraestructura",infrastructure_and_utilities_damage
'384278597709467648',"RT @Tearfund: More than 80 people were killed last Sunday when two suicide bombers attacked a church in Peshawar, #Pakistan. http://t.co/EV…",not_related_or_irrelevant
'383669810334564352',#Pakistan-#India peace process must help alleviate #Kashmiri sufferings/HR abuses: we can't have Hamlet without Prince of Denmark! @Mushahid,not_related_or_irrelevant
'384568255865565184',NewZealand is gonna sink if it keeps this up! #Earthquake -Central.,other_useful_information
'451527411469791234',RT @diario24horas: Bachelet viaja a Iquique tras terremoto que dejó seis muertos en Chile | http://t.co/VknJVa0wj5,injured_or_dead_people
'457208953345409024',RT @x3dreahidalgo: this is really insane #prayforChile http://t.co/KWqjSvrMgE,sympathy_and_emotional_support
'453381720747044864',RT @Lamarcemondy: #Iquique crean web para búsqueda de mascotas perdidas durante últimos terremotos.AYUDA CON UN RT http://t.co/Qtx8BTfKd4,other_useful_information
'593097082187227136',RT @ajplus: The death toll continues to rise after the #NepalEarthquake and people are sleeping outdoors in fear of aftershocks. https://t.…,injured_or_dead_people
'503756666857607168',"After injuries, widespread damage from Napa quake, cleanup ensues - Fresno Bee http://t.co/2IJLDpfQUP",injured_or_dead_people
'503971999673106432',So sorry for those who suffered injuries and loss. RT Earthquake Strikes Napa Valley; Wine Spectator: http://t.co/WVHOEYbJcM,sympathy_and_emotional_support
'452927394178142208',RT @CBRITOT: @elfergonzalez @fdo_godoy @PANCHOSAAVEDRA ayuda para los animalitos del zoo de cavancha abandonados a su suerte @KARENBEJARANO…,donation_needs_or_offers_or_volunteering_services
'383801908835520512',"RT @ZAIDAZIZpk: If #Harvard can have a dress code, why can’t #NUST? writes @raj_omer here: http://t.co/qPuc3th1MI #Pakistan”",not_related_or_irrelevant
'593016826759524352',I said a prayer that today would bring peace for the world and events.. Peace and comfort to all those that need it. #BaltimoreRiots #Nepal,sympathy_and_emotional_support
'451362251333971968',"I'm at McCann Worldgroup (Miraflores, Lima) http://t.co/Sn0WHzeN1H",not_related_or_irrelevant
'451557409967071232',ACABAN DE CORREGIR SEGUN LOS SERVICIOS ESTADOUNIDENSES QUE FUE 7.8  RICHTER #IQUIQUE #TERREMOTOENCHILE,other_useful_information
'592732058323136512',Here's how you can help @M25M_org assist Nepal earthquake victims: http://t.co/XpjS1rPDF9,donation_needs_or_offers_or_volunteering_services
'591990138109964289',RT @PAKISTANI_313: PM NS telephoned his Nepalese Counter part and expresed deep sorrows over loss of humanity due to earthquake in Nepal ht…,sympathy_and_emotional_support
'504084267790770176',#lmswageer Renewed Calls for Early-Warning System After Quake: California quake leads to renewed call... http://t.co/Q32wUr9Y2i #SIGUEME,other_useful_information
'383862308801216514',RT @Tig3rAce: #breakingnews : 6.8 magnitude #earthquake in #karachi @Karachies #khialerts,other_useful_information
'451413124349181952',"RT @BreakingNews: 2 dead, 3 seriously injured after massive earthquake strikes off coast of Chile, authorities confirm - @Reuters http://t.…",injured_or_dead_people
'454290135241084929',New Chile earthquake 8.2 Nuevo terremoto chile: http://t.co/zTLs7HhWaO via @YouTube,other_useful_information
'384441807410827264',"New Island Off Pakistan's Coast May Be Mud Volcano, Scientists Say (PHOTOS) http://t.co/3OC2X1Z5YI #quake #earthquake",other_useful_information
'382845580101160960',May Allah give us strength to bear the loss of lives because of the #Earthquake in #Balochistan #Pakistan Y'all are worth our prayers,sympathy_and_emotional_support
'503726616321617920',RT @ginalimp: ¤ USA http://t.co/Bp83p76itD 183 Earthquake Strong Earthquake Shakes Bay Area in California ginalimp California USA Inglewood…,other_useful_information
'451434276311924736',"RT @PatyCantu: ""Tsunami waves of about 6 feet reported off Chile's coast after an 8.0 quake, the Pacific Tsunami Warning Center says."" via …",caution_and_advice
'593161617799417857',Imam Mehdi Gohar Shahi | News - Current Affairs - The End Times Are Upon Us - http://t.co/6mVu2z5Bue #ISIS #IS #NepalEarthquake #Nepal,other_useful_information
'452986403178037248',RT @Chileokulto: IMÁGENES de Alto Hospicio: numerosa gente en carpas y esperando ayuda a 5 días del terremoto en el norte #Iquique http://t…,other_useful_information
'592342011992236032',"RT @LanasTwittah: What's going on with the world?! Chile, Nepal... Ὁ4Ὁ4Ὁ4",not_related_or_irrelevant
'592613322207420416',Is Everyone Is Safe My Friends Who Are In Nepal Or Near Place? — feeling worried at Kalyanpur (West) http://t.co/1Y9FrlwJaN,sympathy_and_emotional_support
'592688919138926592',RT @thesunugurung: Please donate to anything you can to me or anyone who is raising money. #Nepal #Earthquake #HelpNepal http://t.co/eHt0Aj…,donation_needs_or_offers_or_volunteering_services
'504043138969636864',[Emergency Mgmt] Napa Earthquake Highlights California's Need for an Early Warning System http://t.co/91jHlmzouc,other_useful_information
'593789310282895360',RT @MargieInTelAviv: Count how many people each country has sent to help Nepal The rest of the world: 276 Just Israel: 260. http://t.co/yzN…,donation_needs_or_offers_or_volunteering_services
'457209442791350272',RT @cassandra_2671: miracles happen every day. just keep faith. #PrayForChile  #PrayForSouthKorea #PrayForSinabung  #PrayForIndonesia  #Pra…,sympathy_and_emotional_support
'592157924463513600',RT @BurnetInstitute: Our thoughts are with everyone in Nepal after the devastating #NepalEarthquake. Aust aid agencies are responding.,donation_needs_or_offers_or_volunteering_services
'383644666307940352',"RT @brranzz: #Pakistan once again proved""A good #Baloch is a dead Baloch""Still no aid/relief provided to Quake victims seems army waiting 4…",donation_needs_or_offers_or_volunteering_services
'503813171367276545',RT @janinebucks: → USA http://t.co/Gq0WvD8Ti7 → Strong Earthquake Shakes Bay Area in California USA → An earthquake with a preliminary magn…,other_useful_information
'457147012719185920',RT @kpopfangulls: #PrayForMH730 #PrayForChile #PrayForSouthKorea #PrayForSinabung #PrayForNigeria #PrayForRiau #PRAYFORTHEWORLD,sympathy_and_emotional_support
'592115768499671040',RT @LiaqatAli2015: 44/48 people have been murdered and President Obama is demanding for the release of one army man of Israel; he is not co…,not_related_or_irrelevant
'504012640889212928',"Napa Earthquake - First A Boom, Then Flames At Mobile Home Park #jobs http://t.co/Eu7MvlUCDp http://t.co/QvvgbxdeDY",infrastructure_and_utilities_damage
'384975671514001408',RT @US_Crimes: Obama with his family.  Pakistani family killed by Obama's drones.  #USCrimes #US #Pakistan #drones http://t.co/S8QK0Y4eOv,not_related_or_irrelevant
'592913492534906880',RT @chetanbragta: NDRF doing a excellent job in Nepal. Kudos!  #TrustModiSarkaar http://t.co/Z15V6kPTvA,other_useful_information
'503653093440241664',Our thoughts and best wishes go out to all of our friends in Napa and Sonoma. #napaquake,sympathy_and_emotional_support
'504193572422565888',California begins quake clear-up  Workers assess damage and begin to clear up after a 6.0 magnitude quake hits... http://t.co/N19a0VnJOt,infrastructure_and_utilities_damage
'592956616640630784',RT @aidselva: AID India at Chennai will run temporary collection centre for @goonj for #NepalQuakeRelief details http://t.co/kKXe6zvVIS,other_useful_information
'383874143688851456',"Earthquake jolts Sindh and Balochistan again, tremors felt in Karachi and Awaraan as well. #Pakistan",caution_and_advice
'591940068861874178',Earthquake Update: Nepal Quake Death Rises To 700,injured_or_dead_people
'503778771451662336',"RT @ginalimp: ¤ USA http://t.co/5ZzGljQn8z 977 earthquake Three Critically Injured, Almost 90 Treated At Napa Hospital Following 6.0 ... gi…",injured_or_dead_people
'451625710021402624',El terremoto en Chile causa al menos seis muertos http://t.co/NRpBNTNG7s,injured_or_dead_people
'592670963340353537',RT @NadineCoyleNow: My heart goes out to everyone  suffering from the Nepal earthquake. God please bring peace to all that you can. ὤF,sympathy_and_emotional_support
'503737198186090496',RT @RuptlyNewsroom: USA: CA rattled by destruction of magnitude 6.1 quake #Californiaearthquake https://t.co/hXhnwYH0YP,other_useful_information
'503933580284661763',RT @News24lHOT: • http://t.co/CWDDVxenZ4 • earthquake 796  #earthquake • Northern California rattled by magnitude-6.0 earthquake. Do… http:…,other_useful_information
'451495583824367616',RT @CageTheElephant: Who can resist the classic J champ thumbs up pic!  #argentina #chile #cagetheelephant http://t.co/1Low8hjXQt,not_related_or_irrelevant
'383931760771211264',"“@AFP: BREAKING  At least 12 dead in powerful new 6.8 magnitude Pakistan #earthquake """,injured_or_dead_people
'598056073694547969',RT @shahidkapoor: @RohanShrestha heads to Nepal to help . Plz contribute in whatever way you can . I can vouch for his efforts .  http://t.…,donation_needs_or_offers_or_volunteering_services
'451304812844699648',"RT @dailysabah: More than 900,000 people evacuated Chile's coastal region as a result of the major #earthquake http://t.co/gU5BbghIb7 http:…",displaced_people_and_evacuations
'592637842515329024',RT @ConceptGrp: Emirates Red Crescent sends aid to quake-hit Nepal http://t.co/ARAanVtaPQ,donation_needs_or_offers_or_volunteering_services
'593082426298994689',RT @palangmerah: PMI together with foreign ministry will evacuate Indonesian citizen in Nepal #NepalEarthquake,displaced_people_and_evacuations
'593037650937929731',#BaltimoreRiots look at all those poor people who died in #NepalEarthquake and ur worried about #Rioting n #violence #NepalQuake,injured_or_dead_people
'593101954454261762',12 Things Indians Can Do To Help Nepal http://t.co/xH5zBHws1O,caution_and_advice
'503745454274658304',"3 people critically injured after California quake: NAPA, Calif. (AP) -- A large earthquake ... http://t.co/JRxRcCD2zE via @wcdailylocal",injured_or_dead_people
'383261637631016960',#KKF send relief goods for #Balochistan #Earthquake Victims #ReliefByKKF #MQM #Pakistan http://t.co/7XyZMGfkQz,donation_needs_or_offers_or_volunteering_services
'503743626896084992',"~ Miira → California wine country rocked by 6.0 quake, dozens hurt - Reuters: ReutersCalifornia wine country rocked by 6.0 quake, doz...",injured_or_dead_people
'592087343273676802',RT @VishalDadlani: News of #Nepal is scary and horrifying. My deepest sympathies and condolences to all who are affected. :(,sympathy_and_emotional_support
'593144053727891456',RT @compassion: May God grant his peace to Nepal and protect those who are bringing aid. #NepalEarthquake http://t.co/iH83NNkZen,sympathy_and_emotional_support
'383255300620304384',Pic-16 #KKF send relief goods for #Balochistan Earthquake Victims #ReliefByKKF #MQM #Pakistan http://t.co/m5CE93JWK5,donation_needs_or_offers_or_volunteering_services
'383157478977843200',Pak earthquake death toll is 355 so far. God's wrath or nature's fury ? #Pakistan #earthquake,injured_or_dead_people
'451285080640847872',Deadly Magnitude-8.2 Earthquake Strikes Off Coast of Chile http://t.co/cS5iuZme5r #sanfrancisco,other_useful_information
'505227642950664193',Jawbone reveals how many Up users were woken up by the Napa earthquake http://t.co/1rsezcMrHn,other_useful_information
'384823286485372928',"【#USGS #Breaking】 M 1.8, 116km W of Cantwell, Alaska http://t.co/gmcne2vttS #PastHour #18 #earthquake #tsunami #prayfromjapan",other_useful_information
'504274997607923712',"More updates from the #Napa earthquake, where vintners are picking through overturned barrels and smashed bottles to… http://t.co/DOzJV84fN4",infrastructure_and_utilities_damage
'383925063071707137',RT @sairabaig: Rt@oOol_JaLoOl: Tabaaahi dar Tabaaahi :( #Baluchistan #Awaran #Earthquake  http://t.co/zudE0WaBK0,not_related_or_irrelevant
'452323619809398784',"↑ 20 ↓ Afectados por terremoto en Chile protestan por falta de ayuda: SANTIAGO DE CHILE, Chile.-  V... http://t.co/kqy7YJEiz8 ↑ 20 ↓",not_related_or_irrelevant
'452913335172747264',"RT @efrainleandro: El #colo tiene mas ayuda que  #iquique y #arica junto ,.... quien así no es campeón",donation_needs_or_offers_or_volunteering_services
'593336665827053569',RT rubenmasc: So what does MrsGandhi have to say to RSS Idealogue Hosabele confirming that RSS Teams havent gone to Nepal?! Pics tweeted by…,other_useful_information
'593077445672112128',"RT @NehaT_: We have compiled a list of NGOs working for Nepal. If you wish to help, click here -  http://t.co/sD04Mpbi7c. Spread the word. …",donation_needs_or_offers_or_volunteering_services
'504301120529768449',RT @AmSommelier: #Napa Quake May Cost Over $1 Billion in Damages to Vineyards and Restaurants http://t.co/Qlp2ie7jJP  via @Eater #wine,infrastructure_and_utilities_damage
'382835224964759552',#Pakistan The quake also created a small island in the Arabian Sea. Experts visited the island and found methane gas rising.RE,other_useful_information
'593147619901251584',"Fearing for Families After Nepal Quake, Thousands Return to Isolated Villages: Across the countryside outside ... http://t.co/HveArg4MuS",displaced_people_and_evacuations
'451385506350125056',Via @TheSavvyStews Breaking: Earthquake on Chile’ Coast – Savvy Stews Liveblog http://t.co/VDmaqELHUO #travel,other_useful_information
'593600014212960257',RT @ShelterBoxUK: Happy birthday to our response volunteers Nicola Hinds &amp; @LizOdell who are in #Nepal helping after the #earthquake http:/…,sympathy_and_emotional_support
'503976013756649472',RT @JimAnning: Data from jawbone UP bands showing effects of Napa earthquake on sleep patterns https://t.co/5KFC5McJpE,other_useful_information
'383112728736317440',"USGS reports a M0.9 #earthquake 5km WNW of Cobb, California on 9/26/13 @ 6:14:06 UTC http://t.co/bya5jJQtCU #quake",other_useful_information
'592751338699763713',Americans Desperately Wait for Word From Nepal: The catastrophic earthquake over the weekend took out power and phone service for who...,other_useful_information
'451218834725171201',RT @tiaannn_: #PrayForChile  We're with u #FuerzaChile ✞,sympathy_and_emotional_support
'592697288771895296',India has become saviour for other countries earlier #operationraahat n now #OperationMaitri #Salute n #RIP souls died in #NepalEarthquake,other_useful_information
'503683986049077249',RT @dekebridges: 6.0 magnitude earthquake hits northern California. http://t.co/f8JOGb8rbY Skaters finding upside to quake damage. http://t…,other_useful_information
'503745794608881664',"BREAKING: California wine country rocked by 6.0 quake, dozens hurt - Reuters: ReutersCalifo... http://t.co/8WGODZlYJF #Khaatumo #Khatumo",injured_or_dead_people
'454586446196645889',Increible un temblor de 2.2 en nicaragua mas de 100 heridos... un terremoto en chile de 8.2 solo 6 muertos. Estructura socialista vs capita.,injured_or_dead_people
'384658470240137216',"September 30, 1988. More Than 250 Innocent People Were Shot Dead In 5 Minutes! #HyderabadMassacre #Pakistan @KMSMQM",injured_or_dead_people
'593663478428258304',OMG !!  VIDEO: 4-month-old baby rescued alive from debris in Nepal  CLICK here --&gt;&gt; http://t.co/T82TM2uBFp http://t.co/rTlMO6GogS ...#64,missing_trapped_or_found_people
'592683668440817664',Nepal earthquake: Kathmandu turns into city of tents as victims seek refuge - The Straits Times http://t.co/ZBF0PAM6rC,displaced_people_and_evacuations
'452515348349059072',"Damnificados por terremoto en Chile reclaman falta de ayuda:  SANTIAGO, 5 de abril.- Vecinos del... http://t.co/RMXtKpMpBB /@egomezislas",donation_needs_or_offers_or_volunteering_services
'385025767350226944',RT @Twittistaan: NASA has released images of the new island formed after an earthquake in #Pakistan http://t.co/X3zSNm0Ma8 via @Independent,other_useful_information
'451417015282962432',6 Killed in Earthquake off Northern Chile: The magnitude 8.2 earthquake set off a tsunami and forced an evacua... http://t.co/NIKpeDeRbR,injured_or_dead_people
'451345123579035648',RT @Merxemjs: Mucha fuerza para Chile! #FuerzaChile #FuerzaNorteDeChile #Chile #ayudaaChile http://t.co/IbVW7Lmx0U,not_related_or_irrelevant
'503773511241175040',RT @SBSNews: State of emergency after quake hits California wine country. http://t.co/3p41QcSZdd,caution_and_advice
'383272560856932352',Help d affectees of #Balochistan earthquake by providing thm aid in shape of food items other nessesities provide things ner army center/COD,donation_needs_or_offers_or_volunteering_services
'451408687236919296',Thank you to all I you who have contacted us regarding our friends in Chile and the recent earthquake. As far as... http://t.co/HgYd9IV0vH,sympathy_and_emotional_support
'452660183790264320',"RT @MalitoPalWebeo: ""@Natyta4ever: Ojo cuidado #iquique #altohospicio #arica http://t.co/MzImcIJRzI"" // cc @carabdechile @biobio @Siliconva…",caution_and_advice
'451389147886796800',RT @El_Universal_Mx: Chile recibe muestras de solidaridad tras terremoto; hay  seis muertos y daños menores en la infraestructura http://t.…,injured_or_dead_people
'593727964786905088',RT @allsish: And.......another heart touching photo :'( :( :( :'( #NepalQuake #NepalEarthquake http://t.co/NhgRRHSgNZ,sympathy_and_emotional_support
'593072541746339841',Nepal Earthquake Drone Footage Gives Bird's Eye View of Destruction - Wall Street Journal (blog) http://t.co/Hg1YQeCsGq #drone #rpv #uav,infrastructure_and_utilities_damage
'592344090194407424',RT @anupamtr: Sad! Appalling! Disgraceful!! #Missionaries trying to 'harvest souls' even in such tragic times of #NepalEarthquake http://t.…,other_useful_information
'504158581214547969',RT @BrassNucklez: Hey #TeaParty: Where's the outrage? California plans to WASTE tax-$$$ to repair roads and bridges after the #NapaQuake! S…,infrastructure_and_utilities_damage
'592865385877250049',"Footage emerges of Nepal quake, Everest avalanche Video of the devastation wrought by a major earthquake on Kathma… http://t.co/gvj1DbAOkV",other_useful_information
'592320497544613888',"RT @FoxNews: #NepalQuake: At least 101 killed after 7.8 quake strikes Nepal, sparking tremors across Asia http://t.co/8BPVME4BjT http://t.c…",injured_or_dead_people
'503651814420779009',Over 85 Injured in 6.0 #BayArea #Earthquake #California #85Hurt #GLV http://t.co/YoxAulUqEV,injured_or_dead_people
'451361529683017729',"RT @CuentaOffcial02: Muertos aumentan a seis y levantan alerta de tsunami tras terremoto en Chile: Santiago de Chile, 2 abr (EFE).-... http…",injured_or_dead_people
'451350235512467456',Chile: sube a seis número de muertes por terremoto http://t.co/U4qkmDLgMZ,injured_or_dead_people
'592343239476162561',RT @AP: 1st survivors of avalanche at Everest base camp flown to Nepal's capital; injuries not deemed life-threatening: http://t.co/xdilDYM…,injured_or_dead_people
'451531835643002880',RT [http://t.co/4yb7mjubCE] #VIDEO. Account of what happened by the 8.3 earthquake in Chile,other_useful_information
'503643605521944576',RT @Miss604: MT @AlexJamesFitz: Napa-- skaters finding upside to quake damage. Photo from #nbcbayarea photog Jeremy Carroll http://t.co/Ty3…,other_useful_information
'592684426846412800',RT @Military_Indian: IAF and army rescue efforts in Nepal! http://t.co/xud0LiYYKj,donation_needs_or_offers_or_volunteering_services
'382948237860405248',"RT @alabamaquake: NEW #earthquake, PERU, M7.0, 11:42a CT today, much damage, no casualties report yet - seismogram http://t.co/37nDopViUR",infrastructure_and_utilities_damage
'591928150822629376',Massive #earthquake below #Nepal - At least 630 fatalities so far - economic losses 3-5 billion $,injured_or_dead_people
'453197911099068416',Habitantes de Iquique molestos por lenta ayuda del gobierno tras terremoto http://t.co/fhcm8VdHBy,donation_needs_or_offers_or_volunteering_services
'503759130301968384',How the Napa earthquake affected sleep in Northern California - https://t.co/xmRp4E0w78,sympathy_and_emotional_support
'383748220012089345',A man makes sandals from rope after #Earthquake in #Pakistan! #Hardtofindthisphoto http://t.co/EcgjQ81Tew. Great photo @ExpressNewsPK,not_related_or_irrelevant
'593321189155672064',RT @de_kaune: @c_nyakundih almost 5000 people died in Nepal...please do something to help,injured_or_dead_people
'504476134814134272',#Albert_Stanlie Boy Hurt in California Quake: 'I Should Be Dead': Boy badly hurt by bricks in California quake... http://t.co/51CiOMxMb1,injured_or_dead_people
'592400686186303488',"RT @GundrukPost: Plz Help: 'We all r trouble at kirtipur.No place to live, ground is full fo water' Any help? Bikash Lamichhane 97798490950…",donation_needs_or_offers_or_volunteering_services
'451547232009846786',Gobierno confirma 6 muertos por #TerremotoenChile  http://t.co/QrwQOZS7Qs,injured_or_dead_people
'452323744397012993',"[ #Anqel ] Afectados por terremoto en Chile protestan por falta de ayuda: SANTIAGO DE CHILE, Chile... http://t.co/4nGzsf8LCG [ #BurlaO ]",donation_needs_or_offers_or_volunteering_services
'503752972652670976',Small quake strikes off Southern California http://t.co/UqFMf35owP,other_useful_information
'451474048518995968',#HenkilBernardRzb Copper Prices Rise After Chile Earthquake: Copper prices climb after earthquake hits off coa... http://t.co/qlUE0A0Z38,other_useful_information
'451253479965597697',RT @ChaaaFrancisco: Hope everyone's safe. May God help them #PrayForChile,sympathy_and_emotional_support
'383347104275763200',"RT @oxfamgb: #Pakistan earthquake: we're hearing immediate needs are water, sanitation, shelter &amp; medical. Oxfam aid stocks in Hyderabad be…",donation_needs_or_offers_or_volunteering_services
'503752711695642624',"Thanks to the Napa earthquake, explained the geo-cultural differences in winecellar design between France vs. Italy/Greece many times today.",other_useful_information
'503707777248681984',"VIDEO: California shaken by earthquake: An earthquake with a magnitude of 6.0 shakes northern California, caus... http://t.co/2SAKbAMSDS",other_useful_information
'384465162071072768',"5.0 magnitude #earthquake. 6 km from Curanilahue, Bio-Bio, Chile.http://t.co/VVLKF5AoWx",other_useful_information
'503646810938699776',USGS: Magnitude 6.0 northern California quake is largest to shake Bay Area since 1989 Loma Prieta quake - @ABC7 via @Breaking #FB,other_useful_information
'503992424482349056',Expert urges California nuclear plant closure over earthquake threat: Former lead inspector for Diablo Canyon ... http://t.co/08NV1fn0jp,caution_and_advice
'451240841349038080',RT @ddlovatuhs: so devastating to hear what's happening in Chile at the moment. my heart &amp; prayers are with everybody out there tonight. #P…,sympathy_and_emotional_support
'598087463475630081',"RT @DelhiTweeter: Imagine Kejriwal was PM during Nepal #earthquake, His statement would have been ""Hum kuch nahin kar sakte Ji, Army Presid…",other_useful_information
'592231950548500480',RT @mpoudyal: M6.7 ‘aftershock’ is very worrying. People should stay clear of  structures w/ even minimal damage #NepalEarthquake  https://…,infrastructure_and_utilities_damage
'592697338793205761',RT @sunandavashisht: Mountaineer... Courage personified... This is not how the end should have come Renuji... Not like this :-(  http://t.c…,sympathy_and_emotional_support
'451757680516796416',"RT @NWS_NTWC: Tsunami Info Stmt: M7.8 near the coast of northern Chile 1943PDT Apr 2: Tsunami NOT expected; US west coast,BC,and AK   #NTWC",caution_and_advice
'382850892586045440',Reuters: Death toll from #Pakistan quake reaches 327 - officials,injured_or_dead_people
'383946185020407808',"#USGS M 2.8, 67km NNW of Charlotte Amalie, U.S. Virgin Islands http://t.co/OkLQpDkaDi #earthquake",other_useful_information
'384031434521862145',Sad to see #racists abusing #Islam even when an #earthquake strikes innocent ppl https://t.co/xDM53SMQde #Pakistan #Allah #Muslim #USA #UK,sympathy_and_emotional_support
'452063428635422720',"@VTRsoporte pueden ayudarme con la reposicion de servicio? Estoy sin el triple pack desde el terremoto, vivo en Iquique, mis datos en DM",not_related_or_irrelevant
'504316254736629760',RT @WSJpersfinance: Interest in earthquake insurance is likely to spike after the California earthquake http://t.co/KNJlmumvuj http://t.co/…,other_useful_information
'593319359583559680',DHL is the best https://t.co/U6u7kubzpQ,not_related_or_irrelevant
'505011498079375360',Boy hurt in California quake: 'I should be dead' http://t.co/EooNdsKtDJ,injured_or_dead_people
'383872650797670401',"RT @geonews_english: (Breaking News) Tremors felt in #Karachi, #Larkana and #Quetta #earthquake",other_useful_information
'383160790569598976',"New Island popped up near Gwadar due to #Earthquake. Congrats Land mafia, got some new bussiness project. #Pakistan",other_useful_information
'592256577555529729',Our all nations stand with Nepal and Indians #NepalEarthquake,sympathy_and_emotional_support
'592344707755278336',"RT @AnupKaphle: Most journalists asking for help w/ contacts in #Nepal are interested in Everest, not earthquake story.   2,200+ are dead. …",donation_needs_or_offers_or_volunteering_services
'451472161731928064',Ecuador se solidariza con Chile tras terremoto y ofrece su ayuda: El gobierno de Ecuador expre... http://t.co/bXGV4hXtAL #WParteDeTuVida,donation_needs_or_offers_or_volunteering_services
'451729504260464642',"RT @Scrivener3: #Chile Earthquakes, Past 60 minutes:  6.4, 1 hr, 3 min ago 7.8, 1 hr, 1 min ago 5.6, 48 min. ago 5.8, 33 min. ago http://t.…",other_useful_information
'383125025026367490',Plz help much as you can for earthquake victims #Balochistan #Donation,donation_needs_or_offers_or_volunteering_services
'592610330729021440',RT @TimesNow: We have sent an inter-ministerial team to Nepal: HM Rajnath Singh in Lok Sabha #NepalEarthquake #IndiaWithNepal,donation_needs_or_offers_or_volunteering_services
'504340230309031936',RT @heyyouapp: Washington USA Tacoma http://t.co/WvIDktgCmf BREAKING NEWS 609 earthquake Bay Area earthquake damages Napa County Airport he…,infrastructure_and_utilities_damage
'503751246067425280',"RT @mch7576: California earthquake, magnitude 6.0, prompts state of emergency http://t.co/stNFByLfS6",other_useful_information
'383568316054638592',"RT @q_nida: 300,000+ people have been affected over five districts; Awaran, Panjgur, Chaghi, Khuzdar and Gwadar. Deaths: 358 Wounded: 530. …",injured_or_dead_people
